X1_TUOI_HOC_VIEN,X2_GIOI_TINH,X14_DOI_TUONG_HOC,X15_NGANH_HOC,KHAC_NGANH_YN,MA_KHOI_NGANH_DA_TOT_NGHIEP,Y4_DIEM_TRUNG_BINH_TICH_LUY,Y3_TRANG_THAI_HOC_VIEN
31,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,6.82,1
46,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,7.86,1
26,0,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KHOA_HOC_TU_NHIEN,7.8,1
27,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,5.36,1
32,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOI_NGANH_CHUA_BIET,6.86,1
48,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOI_NGANH_CHUA_BIET,5.86,1
33,0,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,NGOAI_NGU,7.1,1
26,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,7,1
23,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,7,1
24,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,8.29,1
23,1,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,4.6,1
23,1,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,7.6,1
26,1,VAN_BANG_HAI,KE_TOAN,Y,KHOA_HOC_TU_NHIEN,9,1
30,0,VAN_BANG_HAI,KE_TOAN,Y,KHOA_HOC_XA_HOI_NHAN_VAN,9.5,1
27,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,9.57,1
22,0,CAO_DANG,KE_TOAN,Y,KHOA_HOC_TU_NHIEN,8,1
25,1,TRUNG_HOC_PHO_THONG,QUAN_TRI_KINH_DOANH,N,KHOI_NGANH_THPT,3.67,1
27,0,VAN_BANG_HAI,KE_TOAN,Y,KHOA_HOC_TU_NHIEN,9.4,1
31,0,TRUNG_HOC_PHO_THONG,QUAN_TRI_KINH_DOANH,N,KHOI_NGANH_THPT,5.17,1
22,0,CAO_DANG,KE_TOAN,Y,KHOA_HOC_XA_HOI_NHAN_VAN,8.25,1
20,1,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,7.6,1
24,1,VAN_BANG_HAI,TAI_CHINH_NGAN_HANG,Y,KHOA_HOC_TU_NHIEN,7.4,1
23,0,VAN_BANG_HAI,TAI_CHINH_NGAN_HANG,Y,NGOAI_NGU,7.63,1
35,1,TRUNG_HOC_PHO_THONG,QUAN_TRI_KINH_DOANH,N,KHOI_NGANH_THPT,2.83,1
32,0,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,NGOAI_NGU,6.1,1
29,1,TRUNG_HOC_PHO_THONG,QUAN_TRI_KINH_DOANH,N,KHOI_NGANH_THPT,4.5,1
29,1,TRUNG_HOC_PHO_THONG,QUAN_TRI_KINH_DOANH,N,KHOI_NGANH_THPT,5.6,1
25,1,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,8.2,1
27,1,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,8.6,1
21,1,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,5.2,1
21,1,TRUNG_HOC_PHO_THONG,QUAN_TRI_KINH_DOANH,N,KHOI_NGANH_THPT,4.17,1
25,1,TRUNG_HOC_PHO_THONG,QUAN_TRI_KINH_DOANH,N,KHOI_NGANH_THPT,4.67,1
26,1,TRUNG_HOC_PHO_THONG,QUAN_TRI_KINH_DOANH,N,KHOI_NGANH_THPT,5,1
29,1,TRUNG_HOC_PHO_THONG,QUAN_TRI_KINH_DOANH,N,KHOI_NGANH_THPT,4.2,1
27,1,TRUNG_HOC_PHO_THONG,QUAN_TRI_KINH_DOANH,N,KHOI_NGANH_THPT,5.33,1
30,1,VAN_BANG_HAI,TAI_CHINH_NGAN_HANG,Y,KINH_TE,7.5,1
28,1,VAN_BANG_HAI,TAI_CHINH_NGAN_HANG,Y,KHOA_HOC_XA_HOI_NHAN_VAN,4.75,1
23,1,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,6.6,1
21,0,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,8.8,1
37,0,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,9,1
29,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,3.6,1
24,0,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,N,KHOA_HOC_TU_NHIEN,7.57,1
37,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,8.43,1
29,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,8.14,1
32,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,7.57,1
37,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,8.71,1
30,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,N,KHOA_HOC_TU_NHIEN,6.8,1
26,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOI_NGANH_CHUA_BIET,8.33,1
34,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,5.43,1
28,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,7,1
34,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,5.57,1
30,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,5.43,1
28,0,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KHOA_HOC_TU_NHIEN,2.4,1
27,0,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,8.2,1
29,0,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_XA_HOI_NHAN_VAN,7.5,1
22,0,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KINH_TE,8.75,1
24,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,8.57,1
23,1,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KHOA_HOC_TU_NHIEN,7,1
26,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KINH_TE,7.83,1
24,0,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,NGOAI_NGU,5.5,1
26,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,6.14,1
22,1,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,6.4,1
22,1,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,7.6,1
24,1,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,8.2,1
27,1,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KHOA_HOC_TU_NHIEN,4.43,1
24,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,8.29,1
30,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,7.14,1
30,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,7.86,1
24,0,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KHOA_HOC_TU_NHIEN,8.71,1
29,0,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,7.38,1
22,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,8.5,1
27,1,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KHOA_HOC_TU_NHIEN,6.14,1
26,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,5.14,1
25,1,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KINH_TE,6,1
28,0,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KINH_TE,8.5,1
25,1,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KHOA_HOC_TU_NHIEN,7,1
22,0,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KHOA_HOC_TU_NHIEN,8,1
27,1,TRUNG_CAP_KHAC_NGANH,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,7.5,1
25,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KHOA_HOC_TU_NHIEN,5.56,1
32,1,TRUNG_HOC_PHO_THONG,QUAN_TRI_KINH_DOANH,Y,KHOI_NGANH_THPT,5.5,1
24,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,6.17,1
28,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,7.43,1
27,1,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KHOA_HOC_TU_NHIEN,7.29,1
26,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,9,1
24,1,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,6,1
25,1,TRUNG_CAP_KHAC_NGANH,QUAN_TRI_KINH_DOANH,N,KINH_TE,5.25,1
32,0,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,NGOAI_NGU,8.2,1
28,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,4.33,1
25,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,NGOAI_NGU,4.7,1
31,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,NGOAI_NGU,8.11,1
24,0,CAO_DANG,KE_TOAN,N,KINH_TE,5.67,1
27,0,TRUNG_HOC_PHO_THONG,QUAN_TRI_KINH_DOANH,Y,KHOI_NGANH_THPT,7.67,1
29,1,TRUNG_CAP_CUNG_NGANH,TIN_HOC_UNG_DUNG,Y,KHOA_HOC_TU_NHIEN,6.8,1
21,1,TRUNG_HOC_PHO_THONG,QUAN_TRI_KINH_DOANH,Y,KHOI_NGANH_THPT,7.83,1
26,0,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,NGOAI_NGU,6.4,1
27,0,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,5,1
22,1,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KINH_TE,6.17,1
21,0,TRUNG_HOC_PHO_THONG,QUAN_TRI_KINH_DOANH,N,KHOI_NGANH_THPT,7.33,1
27,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,8.29,1
22,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,5,1
25,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,N,KHOA_HOC_TU_NHIEN,6.43,1
27,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,7.57,1
32,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KHOA_HOC_TU_NHIEN,5.11,1
24,0,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KINH_TE,6.67,1
24,0,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,5.71,1
23,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,7.43,1
27,0,TRUNG_CAP_CUNG_NGANH,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,6.83,1
28,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,2.57,1
27,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOI_NGANH_CHUA_BIET,6.33,1
26,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,8.14,1
22,1,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,6.4,1
25,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KINH_TE,5.17,1
28,1,TRUNG_CAP_KHAC_NGANH,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,7.33,1
29,0,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,8.57,1
24,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,6.71,1
25,0,TRUNG_HOC_PHO_THONG,QUAN_TRI_KINH_DOANH,Y,KHOI_NGANH_THPT,8.83,1
25,0,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,9.14,1
26,1,TRUNG_HOC_PHO_THONG,QUAN_TRI_KINH_DOANH,Y,KHOI_NGANH_THPT,8.33,1
28,1,TRUNG_CAP_KHAC_NGANH,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,5.67,1
28,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,6.71,1
26,0,TRUNG_HOC_PHO_THONG,QUAN_TRI_KINH_DOANH,Y,KHOI_NGANH_THPT,8.67,1
21,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,6.56,1
31,0,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,NGOAI_NGU,6.2,1
23,1,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,5.2,1
30,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,6,1
30,1,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KINH_TE,2,1
34,0,VAN_BANG_HAI,KE_TOAN,Y,NGOAI_NGU,6.9,1
31,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,7.14,1
36,1,TRUNG_HOC_PHO_THONG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,7,1
27,1,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,7.44,1
34,0,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,8.43,1
25,0,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,9,1
24,1,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,7.4,1
22,1,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,7.8,1
43,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,7.29,1
22,1,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,8,1
28,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,2.33,1
26,0,VAN_BANG_HAI,TAI_CHINH_NGAN_HANG,N,KHOA_HOC_XA_HOI_NHAN_VAN,9.63,1
25,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,6.71,1
28,0,VAN_BANG_HAI,KE_TOAN,N,KHOA_HOC_TU_NHIEN,9,1
27,0,VAN_BANG_HAI,KE_TOAN,N,KHOA_HOC_TU_NHIEN,9.4,1
27,0,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,N,KHOI_NGANH_CHUA_BIET,4.6,1
45,0,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,6.8,1
25,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,3.14,1
22,1,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,8.8,1
28,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,3.63,1
28,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,7.22,1
29,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,7.56,1
28,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,8,1
23,0,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,8.4,1
22,1,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,7.4,1
30,0,VAN_BANG_HAI,KE_TOAN,N,NGOAI_NGU,9.25,1
23,0,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KINH_TE,7.09,1
20,0,TRUNG_HOC_PHO_THONG,QUAN_TRI_KINH_DOANH,N,KHOI_NGANH_THPT,5,1
22,1,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,3.6,1
28,1,TRUNG_HOC_PHO_THONG,QUAN_TRI_KINH_DOANH,N,KHOI_NGANH_THPT,5.5,1
31,0,VAN_BANG_HAI,TAI_CHINH_NGAN_HANG,N,NGOAI_NGU,1.75,1
22,1,VAN_BANG_HAI,TAI_CHINH_NGAN_HANG,N,KHOA_HOC_XA_HOI_NHAN_VAN,5.75,1
25,1,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,4.57,1
26,1,VAN_BANG_HAI,KE_TOAN,N,KHOA_HOC_TU_NHIEN,9,1
32,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,6.86,1
22,0,CAO_DANG,KE_TOAN,N,KHOA_HOC_TU_NHIEN,6.75,1
23,1,TRUNG_HOC_PHO_THONG,QUAN_TRI_KINH_DOANH,N,KHOI_NGANH_THPT,3.5,1
22,1,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,8.4,1
33,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,5.5,1
22,1,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,5.8,1
32,0,VAN_BANG_HAI,KE_TOAN,N,NGOAI_NGU,9.75,1
23,1,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,7.6,1
28,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,N,KHOA_HOC_TU_NHIEN,5.2,1
44,0,VAN_BANG_HAI,TAI_CHINH_NGAN_HANG,N,KHOA_HOC_TU_NHIEN,6.6,1
30,0,CAO_DANG,KE_TOAN,N,KINH_TE,7,1
29,0,CAO_DANG,KE_TOAN,N,KHOA_HOC_TU_NHIEN,4.8,1
28,0,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,8.4,1
22,1,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,6.4,1
29,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,9.43,1
33,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,4.1,1
34,0,VAN_BANG_HAI,KE_TOAN,N,KHOA_HOC_TU_NHIEN,8.2,1
21,1,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,7.4,1
30,1,VAN_BANG_HAI,TAI_CHINH_NGAN_HANG,N,KHOA_HOC_TU_NHIEN,8.2,1
26,1,VAN_BANG_HAI,KE_TOAN,N,KHOA_HOC_TU_NHIEN,9.4,1
27,1,VAN_BANG_HAI,KE_TOAN,N,NGOAI_NGU,8.13,1
22,0,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,7.8,1
30,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,7.44,1
31,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,7.78,1
26,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,4.7,1
26,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,4.83,1
24,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,8.14,1
28,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_XA_HOI_NHAN_VAN,7.83,1
30,0,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,NGOAI_NGU,7.4,1
26,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,6.43,1
26,0,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,NGOAI_NGU,8.31,1
27,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,9.57,1
27,1,VAN_BANG_HAI,TAI_CHINH_NGAN_HANG,Y,KHOA_HOC_TU_NHIEN,8.2,1
24,1,TRUNG_HOC_PHO_THONG,QUAN_TRI_KINH_DOANH,N,KHOI_NGANH_THPT,4.83,1
33,0,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,N,KHOA_HOC_TU_NHIEN,6.34,1
29,0,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KHOA_HOC_TU_NHIEN,8.55,1
27,0,CAO_DANG,KE_TOAN,N,KHOA_HOC_TU_NHIEN,6.6,1
25,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,7.71,1
23,0,CAO_DANG,KE_TOAN,N,KINH_TE,7.5,1
26,1,VAN_BANG_HAI,KE_TOAN,Y,KHOA_HOC_TU_NHIEN,9.2,1
23,0,CAO_DANG,KE_TOAN,N,KHOA_HOC_XA_HOI_NHAN_VAN,8.13,1
29,1,CAO_DANG,KE_TOAN,Y,KHOA_HOC_TU_NHIEN,7.2,1
23,0,CAO_DANG,KE_TOAN,N,KINH_TE,7.25,1
26,0,CAO_DANG,KE_TOAN,Y,KHOA_HOC_TU_NHIEN,8.6,1
22,0,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KHOA_HOC_TU_NHIEN,7.8,1
26,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,6.44,1
29,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KINH_TE,7.11,1
27,0,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,6.88,1
25,1,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,6.8,1
23,1,CAO_DANG,KE_TOAN,N,KINH_TE,7,1
35,1,VAN_BANG_HAI,TAI_CHINH_NGAN_HANG,N,KINH_TE,9.25,1
29,1,TRUNG_HOC_PHO_THONG,QUAN_TRI_KINH_DOANH,N,KHOI_NGANH_THPT,2.83,1
29,0,TRUNG_HOC_PHO_THONG,QUAN_TRI_KINH_DOANH,N,KHOI_NGANH_THPT,3.83,1
24,1,DIPLOMA,TIN_HOC_UNG_DUNG,N,KHOA_HOC_TU_NHIEN,6.2,1
26,0,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,5.4,1
30,0,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,4.29,1
22,0,CAO_DANG,QUAN_TRI_KINH_DOANH,N,KINH_TE,5,1
28,0,TRUNG_CAP_CUNG_NGANH,QUAN_TRI_KINH_DOANH,Y,KINH_TE,6.5,1
24,1,CAO_DANG,QUAN_TRI_KINH_DOANH,Y,KINH_TE,4.83,1
32,1,VAN_BANG_HAI,QUAN_TRI_KINH_DOANH,Y,KHOA_HOC_TU_NHIEN,7.43,1
28,0,TRUNG_CAP_CUNG_NGANH,KE_TOAN,N,KHOA_HOC_TU_NHIEN,5.33,1
